objectid,loc,district,idesigdate1,idesigdate2,ddesigdate,intdesigdate
569,210 Locust St,SH,,,3/10/1999,
570,210 Locust St,SH,,,3/10/1999,
571,210 Locust St,SH,,,3/10/1999,
572,210 Locust St,SH,,,3/10/1999,
573,210 Locust St,SH,,,3/10/1999,
574,210 Locust St,SH,,,3/10/1999,
575,210 Locust St,SH,,,3/10/1999,
576,210 Locust St,SH,,,3/10/1999,
577,210 Locust St,SH,,,3/10/1999,
578,210 Locust St,SH,,,3/10/1999,
579,210 Locust St,SH,,,3/10/1999,
580,210 Locust St,SH,,,3/10/1999,
581,210 Locust St,SH,,,3/10/1999,
582,210 Locust St,SH,,,3/10/1999,
583,210 Locust St,SH,,,3/10/1999,
584,210 Locust St,SH,,,3/10/1999,
585,210 Locust St,SH,,,3/10/1999,
586,210 Locust St,SH,,,3/10/1999,
587,210 Locust St,SH,,,3/10/1999,
588,210 Locust St,SH,,,3/10/1999,
589,210 Locust St,SH,,,3/10/1999,
590,210 Locust St,SH,,,3/10/1999,
591,210 Locust St,SH,,,3/10/1999,
592,210 Locust St,SH,,,3/10/1999,
593,210 Locust St,SH,,,3/10/1999,
594,210 Locust St,SH,,,3/10/1999,
595,210 Locust St,SH,,,3/10/1999,
596,210 Locust St,SH,,,3/10/1999,
597,210 Locust St,SH,,,3/10/1999,
598,210 Locust St,SH,,,3/10/1999,
599,210 Locust St,SH,,,3/10/1999,
600,210 Locust St,SH,,,3/10/1999,
601,210 Locust St,SH,,,3/10/1999,
602,210 Locust St,SH,,,3/10/1999,
603,210 Locust St,SH,,,3/10/1999,
604,210 Locust St,SH,,,3/10/1999,
605,210 Locust St,SH,,,3/10/1999,
606,210 Locust St,SH,,,3/10/1999,
607,210 Locust St,SH,,,3/10/1999,
608,210 Locust St,SH,,,3/10/1999,
493,233 S 6th St,SH,,,3/10/1999,
494,233 S 6th St,SH,,,3/10/1999,
495,233 S 6th St,SH,,,3/10/1999,
496,233 S 6th St,SH,,,3/10/1999,
497,233 S 6th St,SH,,,3/10/1999,
498,233 S 6th St,SH,,,3/10/1999,
499,233 S 6th St,SH,,,3/10/1999,
500,233 S 6th St,SH,,,3/10/1999,
501,233 S 6th St,SH,,,3/10/1999,
502,233 S 6th St,SH,,,3/10/1999,
795,800 Admirals Way,,6/26/1956,,,
796,800 Admirals Way,,6/26/1956,,,
504,233 S 6th St,SH,,,3/10/1999,
505,233 S 6th St,SH,,,3/10/1999,
506,233 S 6th St,SH,,,3/10/1999,
507,233 S 6th St,SH,,,3/10/1999,
508,233 S 6th St,SH,,,3/10/1999,
509,233 S 6th St,SH,,,3/10/1999,
510,233 S 6th St,SH,,,3/10/1999,
511,233 S 6th St,SH,,,3/10/1999,
512,233 S 6th St,SH,,,3/10/1999,
513,233 S 6th St,SH,,,3/10/1999,
514,233 S 6th St,SH,,,3/10/1999,
515,233 S 6th St,SH,,,3/10/1999,
797,800 Admirals Way,,6/26/1956,,,
516,233 S 6th St,SH,,,3/10/1999,
517,233 S 6th St,SH,,,3/10/1999,
518,233 S 6th St,SH,,,3/10/1999,
519,233 S 6th St,SH,,,3/10/1999,
520,233 S 6th St,SH,,,3/10/1999,
521,233 S 6th St,SH,,,3/10/1999,
522,233 S 6th St,SH,,,3/10/1999,
523,233 S 6th St,SH,,,3/10/1999,
524,233 S 6th St,SH,,,3/10/1999,
525,233 S 6th St,SH,,,3/10/1999,
526,233 S 6th St,SH,,,3/10/1999,
527,233 S 6th St,SH,,,3/10/1999,
798,800 Admirals Way,,6/26/1956,,,
528,233 S 6th St,SH,,,3/10/1999,
529,233 S 6th St,SH,,,3/10/1999,
530,233 S 6th St,SH,,,3/10/1999,
531,210 Locust St,SH,,,3/10/1999,
532,210 Locust St,SH,,,3/10/1999,
533,210 Locust St,SH,,,3/10/1999,
534,210 Locust St,SH,,,3/10/1999,
535,210 Locust St,SH,,,3/10/1999,
536,210 Locust St,SH,,,3/10/1999,
537,210 Locust St,SH,,,3/10/1999,
538,210 Locust St,SH,,,3/10/1999,
539,210 Locust St,SH,,,3/10/1999,
540,210 Locust St,SH,,,3/10/1999,
541,210 Locust St,SH,,,3/10/1999,
542,210 Locust St,SH,,,3/10/1999,
543,210 Locust St,SH,,,3/10/1999,
544,210 Locust St,SH,,,3/10/1999,
545,210 Locust St,SH,,,3/10/1999,
546,210 Locust St,SH,,,3/10/1999,
547,210 Locust St,SH,,,3/10/1999,
548,210 Locust St,SH,,,3/10/1999,
714,210 Locust St,SH,,,3/10/1999,
715,210 Locust St,SH,,,3/10/1999,
716,210 Locust St,SH,,,3/10/1999,
717,210 Locust St,SH,,,3/10/1999,
718,210 Locust St,SH,,,3/10/1999,
719,210 Locust St,SH,,,3/10/1999,
720,210 Locust St,SH,,,3/10/1999,
721,210 Locust St,SH,,,3/10/1999,
722,210 Locust St,SH,,,3/10/1999,
723,210 Locust St,SH,,,3/10/1999,
724,210 Locust St,SH,,,3/10/1999,
725,210 Locust St,SH,,,3/10/1999,
726,210 Locust St,SH,,,3/10/1999,
727,210 Locust St,SH,,,3/10/1999,
728,210 Locust St,SH,,,3/10/1999,
624,210 Locust St,SH,,,3/10/1999,
625,210 Locust St,SH,,,3/10/1999,
626,210 Locust St,SH,,,3/10/1999,
627,210 Locust St,SH,,,3/10/1999,
628,210 Locust St,SH,,,3/10/1999,
629,210 Locust St,SH,,,3/10/1999,
630,210 Locust St,SH,,,3/10/1999,
631,210 Locust St,SH,,,3/10/1999,
632,210 Locust St,SH,,,3/10/1999,
633,210 Locust St,SH,,,3/10/1999,
634,210 Locust St,SH,,,3/10/1999,
635,210 Locust St,SH,,,3/10/1999,
636,210 Locust St,SH,,,3/10/1999,
637,210 Locust St,SH,,,3/10/1999,
638,210 Locust St,SH,,,3/10/1999,
639,210 Locust St,SH,,,3/10/1999,
640,210 Locust St,SH,,,3/10/1999,
641,210 Locust St,SH,,,3/10/1999,
642,210 Locust St,SH,,,3/10/1999,
643,210 Locust St,SH,,,3/10/1999,
644,210 Locust St,SH,,,3/10/1999,
645,210 Locust St,SH,,,3/10/1999,
646,210 Locust St,SH,,,3/10/1999,
647,210 Locust St,SH,,,3/10/1999,
648,210 Locust St,SH,,,3/10/1999,
649,210 Locust St,SH,,,3/10/1999,
650,210 Locust St,SH,,,3/10/1999,
651,210 Locust St,SH,,,3/10/1999,
652,210 Locust St,SH,,,3/10/1999,
653,210 Locust St,SH,,,3/10/1999,
654,210 Locust St,SH,,,3/10/1999,
655,210 Locust St,SH,,,3/10/1999,
656,210 Locust St,SH,,,3/10/1999,
657,210 Locust St,SH,,,3/10/1999,
658,210 Locust St,SH,,,3/10/1999,
659,210 Locust St,SH,,,3/10/1999,
660,210 Locust St,SH,,,3/10/1999,
661,210 Locust St,SH,,,3/10/1999,
662,210 Locust St,SH,,,3/10/1999,
663,210 Locust St,SH,,,3/10/1999,
664,210 Locust St,SH,,,3/10/1999,
665,210 Locust St,SH,,,3/10/1999,
666,210 Locust St,SH,,,3/10/1999,
667,210 Locust St,SH,,,3/10/1999,
668,210 Locust St,SH,,,3/10/1999,
669,210 Locust St,SH,,,3/10/1999,
670,210 Locust St,SH,,,3/10/1999,
671,210 Locust St,SH,,,3/10/1999,
672,210 Locust St,SH,,,3/10/1999,
673,210 Locust St,SH,,,3/10/1999,
674,210 Locust St,SH,,,3/10/1999,
675,210 Locust St,SH,,,3/10/1999,
676,210 Locust St,SH,,,3/10/1999,
677,210 Locust St,SH,,,3/10/1999,
678,210 Locust St,SH,,,3/10/1999,
679,210 Locust St,SH,,,3/10/1999,
680,210 Locust St,SH,,,3/10/1999,
681,210 Locust St,SH,,,3/10/1999,
682,210 Locust St,SH,,,3/10/1999,
683,210 Locust St,SH,,,3/10/1999,
684,210 Locust St,SH,,,3/10/1999,
685,210 Locust St,SH,,,3/10/1999,
686,210 Locust St,SH,,,3/10/1999,
687,210 Locust St,SH,,,3/10/1999,
688,210 Locust St,SH,,,3/10/1999,
689,210 Locust St,SH,,,3/10/1999,
690,210 Locust St,SH,,,3/10/1999,
691,210 Locust St,SH,,,3/10/1999,
692,210 Locust St,SH,,,3/10/1999,
693,210 Locust St,SH,,,3/10/1999,
694,210 Locust St,SH,,,3/10/1999,
695,210 Locust St,SH,,,3/10/1999,
696,210 Locust St,SH,,,3/10/1999,
697,210 Locust St,SH,,,3/10/1999,
698,210 Locust St,SH,,,3/10/1999,
699,210 Locust St,SH,,,3/10/1999,
700,210 Locust St,SH,,,3/10/1999,
701,210 Locust St,SH,,,3/10/1999,
702,210 Locust St,SH,,,3/10/1999,
703,210 Locust St,SH,,,3/10/1999,
704,210 Locust St,SH,,,3/10/1999,
705,210 Locust St,SH,,,3/10/1999,
706,210 Locust St,SH,,,3/10/1999,
707,210 Locust St,SH,,,3/10/1999,
708,210 Locust St,SH,,,3/10/1999,
709,210 Locust St,SH,,,3/10/1999,
710,210 Locust St,SH,,,3/10/1999,
711,210 Locust St,SH,,,3/10/1999,
712,210 Locust St,SH,,,3/10/1999,
713,210 Locust St,SH,,,3/10/1999,
783,207 Commodore Ct,,6/26/1956,,,
784,207 GOVERNORS Ct,,6/26/1956,,,
785,208 Admirals Way,,6/26/1956,,,
786,500 Regatta Dr,,6/26/1956,,,
787,500 Regatta Dr,,6/26/1956,,,
788,500 Regatta Dr,,6/26/1956,,,
789,500 Regatta Dr,,6/26/1956,,,
790,500 Regatta Dr,,6/26/1956,,,
791,800 Admirals Way,,6/26/1956,,,
792,800 Admirals Way,,6/26/1956,,,
793,800 Admirals Way,,6/26/1956,,,
794,800 Admirals Way,,6/26/1956,,,
910,600 Commodore Ct,,6/26/1956,,,
911,600 Commodore Ct,,6/26/1956,,,
912,600 Commodore Ct,,6/26/1956,,,
913,600 Commodore Ct,,6/26/1956,,,
914,600 Commodore Ct,,6/26/1956,,,
915,600 Commodore Ct,,6/26/1956,,,
916,1 Surgeon General Ct,,6/26/1956,,,
917,1 Surgeon General Ct,,6/26/1956,,,
918,1 Surgeon General Ct,,6/26/1956,,,
919,1 Surgeon General Ct,,6/26/1956,,,
920,1 Surgeon General Ct,,6/26/1956,,,
921,1 Surgeon General Ct,,6/26/1956,,,
922,1 Surgeon General Ct,,6/26/1956,,,
923,1 Admirals Way,,6/26/1956,,,
924,1 Admirals Way,,6/26/1956,,,
925,1 Admirals Way,,6/26/1956,,,
926,1 Admirals Way,,6/26/1956,,,
927,303 Surgeon General Ct,,6/26/1956,,,
928,304 Admirals Way,,6/26/1956,,,
929,304 Captains Way,,6/26/1956,,,
930,304 GOVERNORS Ct,,6/26/1956,,,
931,304 Surgeon General Ct,,6/26/1956,,,
932,305 Admirals Way,,6/26/1956,,,
933,305 Captains Way,,6/26/1956,,,
934,305 GOVERNORS Ct,,6/26/1956,,,
935,305 Surgeon General Ct,,6/26/1956,,,
936,306 Admirals Way,,6/26/1956,,,
937,208 Captains Way,,6/26/1956,,,
814,500 Admirals Way,,6/26/1956,,,
815,500 Admirals Way,,6/26/1956,,,
816,500 Admirals Way,,6/26/1956,,,
817,1 Admirals Way,,6/26/1956,,,
818,1 Admirals Way,,6/26/1956,,,
819,1 Admirals Way,,6/26/1956,,,
820,1 Admirals Way,,6/26/1956,,,
821,1 Admirals Way,,6/26/1956,,,
822,1 Admirals Way,,6/26/1956,,,
823,1 Admirals Way,,6/26/1956,,,
824,1 Admirals Way,,6/26/1956,,,
825,1 Admirals Way,,6/26/1956,,,
826,1 Captains Way,,6/26/1956,,,
827,1 Captains Way,,6/26/1956,,,
828,1 Captains Way,,6/26/1956,,,
829,1 Captains Way,,6/26/1956,,,
830,1 Captains Way,,6/26/1956,,,
831,1 Captains Way,,6/26/1956,,,
832,1 Captains Way,,6/26/1956,,,
833,1 Captains Way,,6/26/1956,,,
834,1 Captains Way,,6/26/1956,,,
835,1 Captains Way,,6/26/1956,,,
836,1 Captains Way,,6/26/1956,,,
837,1 Surgeon General Ct,,6/26/1956,,,
838,1 Surgeon General Ct,,6/26/1956,,,
839,1 Surgeon General Ct,,6/26/1956,,,
840,1 Surgeon General Ct,,6/26/1956,,,
841,1 Surgeon General Ct,,6/26/1956,,,
842,1 Surgeon General Ct,,6/26/1956,,,
843,1 Surgeon General Ct,,6/26/1956,,,
844,301 Surgeon General Ct,,6/26/1956,,,
845,302 Admirals Way,,6/26/1956,,,
846,302 Captains Way,,6/26/1956,,,
847,302 GOVERNORS Ct,,6/26/1956,,,
848,302 Surgeon General Ct,,6/26/1956,,,
849,303 Admirals Way,,6/26/1956,,,
850,303 Captains Way,,6/26/1956,,,
851,303 GOVERNORS Ct,,6/26/1956,,,
852,1 Admirals Way,,6/26/1956,,,
853,1 Admirals Way,,6/26/1956,,,
854,1 Admirals Way,,6/26/1956,,,
855,1 Admirals Way,,6/26/1956,,,
856,1 Admirals Way,,6/26/1956,,,
857,1 Admirals Way,,6/26/1956,,,
858,1 Admirals Way,,6/26/1956,,,
859,1 Admirals Way,,6/26/1956,,,
860,1 Admirals Way,,6/26/1956,,,
861,1 Admirals Way,,6/26/1956,,,
862,1 Admirals Way,,6/26/1956,,,
863,1 Admirals Way,,6/26/1956,,,
864,1 Admirals Way,,6/26/1956,,,
865,1 Admirals Way,,6/26/1956,,,
866,1 Admirals Way,,6/26/1956,,,
867,1 Admirals Way,,6/26/1956,,,
868,1 Admirals Way,,6/26/1956,,,
869,1 Admirals Way,,6/26/1956,,,
870,102 Captains Way,,6/26/1956,,,
871,102 Commodore Ct,,6/26/1956,,,
872,102 GOVERNORS Ct,,6/26/1956,,,
873,102 Surgeon General Ct,,6/26/1956,,,
874,103 Admirals Way,,6/26/1956,,,
875,103 Captains Way,,6/26/1956,,,
876,103 Commodore Ct,,6/26/1956,,,
877,103 GOVERNORS Ct,,6/26/1956,,,
878,103 Surgeon General Ct,,6/26/1956,,,
879,501 GOVERNORS Ct,,6/26/1956,,,
880,502 Captains Way,,6/26/1956,,,
881,502 GOVERNORS Ct,,6/26/1956,,,
882,503 Captains Way,,6/26/1956,,,
883,503 GOVERNORS Ct,,6/26/1956,,,
884,504 Captains Way,,6/26/1956,,,
885,504 GOVERNORS Ct,,6/26/1956,,,
886,505 Captains Way,,6/26/1956,,,
887,505 GOVERNORS Ct,,6/26/1956,,,
888,506 Captains Way,,6/26/1956,,,
889,506 GOVERNORS Ct,,6/26/1956,,,
890,507 Captains Way,,6/26/1956,,,
891,507 GOVERNORS Ct,,6/26/1956,,,
892,508 Captains Way,,6/26/1956,,,
893,508 GOVERNORS Ct,,6/26/1956,,,
894,509 Captains Way,,6/26/1956,,,
895,510 Captains Way,,6/26/1956,,,
896,511 Captains Way,,6/26/1956,,,
897,512 Captains Way,,6/26/1956,,,
898,6 GOVERNORS Ct,,6/26/1956,,,
899,6 Surgeon General Ct,,6/26/1956,,,
900,600 Admirals Way,,6/26/1956,,,
901,600 Commodore Ct,,6/26/1956,,,
902,600 Commodore Ct,,6/26/1956,,,
903,600 Commodore Ct,,6/26/1956,,,
904,600 Commodore Ct,,6/26/1956,,,
905,600 Commodore Ct,,6/26/1956,,,
906,600 Commodore Ct,,6/26/1956,,,
729,210 Locust St,SH,,,3/10/1999,
779,1 Captains Way,,6/26/1956,,,
780,206 GOVERNORS Ct,,6/26/1956,,,
781,207 Admirals Way,,6/26/1956,,,
730,210 Locust St,SH,,,3/10/1999,
731,210 Locust St,SH,,,3/10/1999,
732,210 Locust St,SH,,,3/10/1999,
733,210 Locust St,SH,,,3/10/1999,
734,210 Locust St,SH,,,3/10/1999,
735,210 Locust St,SH,,,3/10/1999,
736,210 Locust St,SH,,,3/10/1999,
737,210 Locust St,SH,,,3/10/1999,
738,210 Locust St,SH,,,3/10/1999,
739,210 Locust St,SH,,,3/10/1999,
740,210 Locust St,SH,,,3/10/1999,
741,210 Locust St,SH,,,3/10/1999,
742,210 Locust St,SH,,,3/10/1999,
743,210 Locust St,SH,,,3/10/1999,
744,210 Locust St,SH,,,3/10/1999,
745,210 Locust St,SH,,,3/10/1999,
746,210 Locust St,SH,,,3/10/1999,
747,210 Locust St,SH,,,3/10/1999,
748,210 Locust St,SH,,,3/10/1999,
749,210 Locust St,SH,,,3/10/1999,
750,210 Locust St,SH,,,3/10/1999,
751,210 Locust St,SH,,,3/10/1999,
752,210 Locust St,SH,,,3/10/1999,
753,210 Locust St,SH,,,3/10/1999,
754,210 Locust St,SH,,,3/10/1999,
755,210 Locust St,SH,,,3/10/1999,
756,210 Locust St,SH,,,3/10/1999,
757,210 Locust St,SH,,,3/10/1999,
758,210 Locust St,SH,,,3/10/1999,
759,210 Locust St,SH,,,3/10/1999,
760,210 Locust St,SH,,,3/10/1999,
761,210 Locust St,SH,,,3/10/1999,
762,210 Locust St,SH,,,3/10/1999,
763,210 Locust St,SH,,,3/10/1999,
764,210 Locust St,SH,,,3/10/1999,
765,210 Locust St,SH,,,3/10/1999,
766,210 Locust St,SH,,,3/10/1999,
767,1 Captains Way,,6/26/1956,,,
768,1 Captains Way,,6/26/1956,,,
769,1 Captains Way,,6/26/1956,,,
770,1 Captains Way,,6/26/1956,,,
771,1 Captains Way,,6/26/1956,,,
772,1 Captains Way,,6/26/1956,,,
773,1 Captains Way,,6/26/1956,,,
774,1 Captains Way,,6/26/1956,,,
775,1 Captains Way,,6/26/1956,,,
776,1 Captains Way,,6/26/1956,,,
777,1 Captains Way,,6/26/1956,,,
778,1 Captains Way,,6/26/1956,,,
782,207 Captains Way,,6/26/1956,,,
1125,203 Admirals Way,,6/26/1956,,,
1126,203 Captains Way,,6/26/1956,,,
1127,203 Commodore Ct,,6/26/1956,,,
1128,203 GOVERNORS Ct,,6/26/1956,,,
1129,203 Surgeon General Ct,,6/26/1956,,,
1130,204 Admirals Way,,6/26/1956,,,
1131,204 Captains Way,,6/26/1956,,,
1132,204 Commodore Ct,,6/26/1956,,,
1133,204 GOVERNORS Ct,,6/26/1956,,,
1134,204 Surgeon General Ct,,6/26/1956,,,
1135,205 Admirals Way,,6/26/1956,,,
1136,205 Captains Way,,6/26/1956,,,
1137,205 Commodore Ct,,6/26/1956,,,
1138,205 GOVERNORS Ct,,6/26/1956,,,
1139,205 Surgeon General Ct,,6/26/1956,,,
1140,206 Admirals Way,,6/26/1956,,,
1141,206 Captains Way,,6/26/1956,,,
1142,206 Commodore Ct,,6/26/1956,,,
1143,306 Captains Way,,6/26/1956,,,
1144,306 GOVERNORS Ct,,6/26/1956,,,
1145,306 Surgeon General Ct,,6/26/1956,,,
1146,307 Admirals Way,,6/26/1956,,,
1147,307 Captains Way,,6/26/1956,,,
1148,307 GOVERNORS Ct,,6/26/1956,,,
1149,307 Surgeon General Ct,,6/26/1956,,,
1150,308 Admirals Way,,6/26/1956,,,
1151,308 Captains Way,,6/26/1956,,,
1152,309 Admirals Way,,6/26/1956,,,
1153,309 Captains Way,,6/26/1956,,,
1154,310 Admirals Way,,6/26/1956,,,
1155,311 Admirals Way,,6/26/1956,,,
938,208 Commodore Ct,,6/26/1956,,,
939,208 GOVERNORS Ct,,6/26/1956,,,
940,209 Captains Way,,6/26/1956,,,
941,209 Commodore Ct,,6/26/1956,,,
942,209 GOVERNORS Ct,,6/26/1956,,,
943,210 Captains Way,,6/26/1956,,,
944,210 Commodore Ct,,6/26/1956,,,
945,210 GOVERNORS Ct,,6/26/1956,,,
946,211 Captains Way,,6/26/1956,,,
947,211 Commodore Ct,,6/26/1956,,,
948,211 GOVERNORS Ct,,6/26/1956,,,
949,212 Commodore Ct,,6/26/1956,,,
950,212 GOVERNORS Ct,,6/26/1956,,,
951,213 GOVERNORS Ct,,6/26/1956,,,
952,214 GOVERNORS Ct,,6/26/1956,,,
953,215 GOVERNORS Ct,,6/26/1956,,,
954,300 Admirals Way,,6/26/1956,,,
955,300 Captains Way,,6/26/1956,,,
956,300 GOVERNORS Ct,,6/26/1956,,,
957,300 Surgeon General Ct,,6/26/1956,,,
958,301 Admirals Way,,6/26/1956,,,
959,301 Captains Way,,6/26/1956,,,
960,301 GOVERNORS Ct,,6/26/1956,,,
961,706 Captains Way,,6/26/1956,,,
962,707 Captains Way,,6/26/1956,,,
963,708 Captains Way,,6/26/1956,,,
964,709 Captains Way,,6/26/1956,,,
965,710 Captains Way,,6/26/1956,,,
966,8 GOVERNORS Ct,,6/26/1956,,,
967,8 Surgeon General Ct,,6/26/1956,,,
968,800 Admirals Way,,6/26/1956,,,
969,500 Admirals Way,,6/26/1956,,,
970,500 Admirals Way,,6/26/1956,,,
971,500 Admirals Way,,6/26/1956,,,
972,500 Admirals Way,,6/26/1956,,,
973,500 Admirals Way,,6/26/1956,,,
974,500 Admirals Way,,6/26/1956,,,
975,500 Admirals Way,,6/26/1956,,,
976,500 Admirals Way,,6/26/1956,,,
977,500 Admirals Way,,6/26/1956,,,
978,500 Admirals Way,,6/26/1956,,,
979,500 Admirals Way,,6/26/1956,,,
980,500 Admirals Way,,6/26/1956,,,
981,500 Admirals Way,,6/26/1956,,,
982,600 Commodore Ct,,6/26/1956,,,
983,600 Commodore Ct,,6/26/1956,,,
984,601 Admirals Way,,6/26/1956,,,
985,601 Captains Way,,6/26/1956,,,
986,602 Admirals Way,,6/26/1956,,,
987,602 Captains Way,,6/26/1956,,,
988,603 Admirals Way,,6/26/1956,,,
989,603 Captains Way,,6/26/1956,,,
990,604 Admirals Way,,6/26/1956,,,
991,604 Captains Way,,6/26/1956,,,
992,605 Admirals Way,,6/26/1956,,,
993,104 Admirals Way,,6/26/1956,,,
994,104 Captains Way,,6/26/1956,,,
995,104 Commodore Ct,,6/26/1956,,,
996,104 GOVERNORS Ct,,6/26/1956,,,
997,104 Surgeon General Ct,,6/26/1956,,,
998,105 Admirals Way,,6/26/1956,,,
999,105 Captains Way,,6/26/1956,,,
1000,105 Commodore Ct,,6/26/1956,,,
1001,105 GOVERNORS Ct,,6/26/1956,,,
1002,105 Surgeon General Ct,,6/26/1956,,,
1003,106 Captains Way,,6/26/1956,,,
1004,106 Commodore Ct,,6/26/1956,,,
1005,106 GOVERNORS Ct,,6/26/1956,,,
1006,106 Surgeon General Ct,,6/26/1956,,,
1007,107 Captains Way,,6/26/1956,,,
1008,111 Surgeon General Ct,,6/26/1956,,,
1009,112 Commodore Ct,,6/26/1956,,,
1010,112 Surgeon General Ct,,6/26/1956,,,
1011,113 Surgeon General Ct,,6/26/1956,,,
1012,12 GOVERNORS Ct,,6/26/1956,,,
1013,500 Admirals Way,,6/26/1956,,,
1014,500 Admirals Way,,6/26/1956,,,
1015,500 Admirals Way,,6/26/1956,,,
1016,500 Admirals Way,,6/26/1956,,,
1017,500 Admirals Way,,6/26/1956,,,
1018,500 Admirals Way,,6/26/1956,,,
1019,500 Admirals Way,,6/26/1956,,,
1020,500 Admirals Way,,6/26/1956,,,
1021,500 Admirals Way,,6/26/1956,,,
1022,500 Admirals Way,,6/26/1956,,,
1023,500 Admirals Way,,6/26/1956,,,
1024,500 Admirals Way,,6/26/1956,,,
1025,500 Admirals Way,,6/26/1956,,,
1026,500 Admirals Way,,6/26/1956,,,
1027,500 Admirals Way,,6/26/1956,,,
1028,500 Admirals Way,,6/26/1956,,,
1029,500 Admirals Way,,6/26/1956,,,
1030,500 Admirals Way,,6/26/1956,,,
1031,500 Admirals Way,,6/26/1956,,,
1032,500 Admirals Way,,6/26/1956,,,
1033,500 Admirals Way,,6/26/1956,,,
1034,500 Admirals Way,,6/26/1956,,,
1035,700 Commodore Ct,,6/26/1956,,,
1036,700 Commodore Ct,,6/26/1956,,,
1037,700 Commodore Ct,,6/26/1956,,,
1038,701 Captains Way,,6/26/1956,,,
1039,702 Captains Way,,6/26/1956,,,
1040,703 Captains Way,,6/26/1956,,,
1041,704 Captains Way,,6/26/1956,,,
1042,705 Captains Way,,6/26/1956,,,
1043,1 Admirals Way,,6/26/1956,,,
1044,1 Admirals Way,,6/26/1956,,,
1045,1 Admirals Way,,6/26/1956,,,
1046,1 Admirals Way,,6/26/1956,,,
1047,1 Admirals Way,,6/26/1956,,,
1048,1 Admirals Way,,6/26/1956,,,
1049,1 Admirals Way,,6/26/1956,,,
1050,1 Admirals Way,,6/26/1956,,,
1051,1 Admirals Way,,6/26/1956,,,
1052,1 Admirals Way,,6/26/1956,,,
1053,1 Admirals Way,,6/26/1956,,,
1054,1 Admirals Way,,6/26/1956,,,
1055,1 Admirals Way,,6/26/1956,,,
1056,1 Admirals Way,,6/26/1956,,,
1057,1 Surgeon General Ct,,6/26/1956,,,
1058,1 Surgeon General Ct,,6/26/1956,,,
1059,1 Surgeon General Ct,,6/26/1956,,,
1060,1 Surgeon General Ct,,6/26/1956,,,
1061,1 Surgeon General Ct,,6/26/1956,,,
1062,1 Surgeon General Ct,,6/26/1956,,,
1063,1 Surgeon General Ct,,6/26/1956,,,
1064,1 Surgeon General Ct,,6/26/1956,,,
1065,1 Surgeon General Ct,,6/26/1956,,,
1066,1 Surgeon General Ct,,6/26/1956,,,
1067,1 Surgeon General Ct,,6/26/1956,,,
1068,1 Surgeon General Ct,,6/26/1956,,,
1069,1 Surgeon General Ct,,6/26/1956,,,
1070,1 Surgeon General Ct,,6/26/1956,,,
1071,1 Surgeon General Ct,,6/26/1956,,,
1072,1 Surgeon General Ct,,6/26/1956,,,
1073,1 Surgeon General Ct,,6/26/1956,,,
1074,10 GOVERNORS Ct,,6/26/1956,,,
1075,10 Surgeon General Ct,,6/26/1956,,,
1076,100 Admirals Way,,6/26/1956,,,
1077,100 Admirals Way,,6/26/1956,,,
1078,100 Admirals Way,,6/26/1956,,,
1079,100 Admirals Way,,6/26/1956,,,
1080,100 Admirals Way,,6/26/1956,,,
1081,100 Admirals Way,,6/26/1956,,,
1082,100 Admirals Way,,6/26/1956,,,
1083,100 Captains Way,,6/26/1956,,,
1084,100 GOVERNORS Ct,,6/26/1956,,,
1085,100 Surgeon General Ct,,6/26/1956,,,
1086,101 Admirals Way,,6/26/1956,,,
1087,101 Captains Way,,6/26/1956,,,
1088,101 Commodore Ct,,6/26/1956,,,
1089,101 GOVERNORS Ct,,6/26/1956,,,
1090,101 Surgeon General Ct,,6/26/1956,,,
1091,102 Admirals Way,,6/26/1956,,,
1092,500 Regatta Dr,,6/26/1956,,,
1093,500 Regatta Dr,,6/26/1956,,,
1094,500 Regatta Dr,,6/26/1956,,,
1095,500 Regatta Dr,,6/26/1956,,,
1096,500 Regatta Dr,,6/26/1956,,,
1097,500 Regatta Dr,,6/26/1956,,,
1098,500 Regatta Dr,,6/26/1956,,,
1099,500 Regatta Dr,,6/26/1956,,,
1100,500 Regatta Dr,,6/26/1956,,,
1101,500 Regatta Dr,,6/26/1956,,,
1102,500 Regatta Dr,,6/26/1956,,,
1103,500 Regatta Dr,,6/26/1956,,,
1104,500 Regatta Dr,,6/26/1956,,,
1105,500 Regatta Dr,,6/26/1956,,,
1106,500 Regatta Dr,,6/26/1956,,,
1107,500 Regatta Dr,,6/26/1956,,,
1108,500 Regatta Dr,,6/26/1956,,,
1109,500 Regatta Dr,,6/26/1956,,,
1110,500 Regatta Dr,,6/26/1956,,,
1111,500 Regatta Dr,,6/26/1956,,,
1112,500 Regatta Dr,,6/26/1956,,,
1113,500 Regatta Dr,,6/26/1956,,,
1114,500 Regatta Dr,,6/26/1956,,,
1115,500 Regatta Dr,,6/26/1956,,,
1116,500 Regatta Dr,,6/26/1956,,,
1117,500 Regatta Dr,,6/26/1956,,,
1118,600 Commodore Ct,,6/26/1956,,,
1119,600 Commodore Ct,,6/26/1956,,,
1120,202 Admirals Way,,6/26/1956,,,
1121,202 Captains Way,,6/26/1956,,,
1122,202 Commodore Ct,,6/26/1956,,,
1123,202 GOVERNORS Ct,,6/26/1956,,,
1124,202 Surgeon General Ct,,6/26/1956,,,
1249,609 Captains Way,,6/26/1956,,,
1250,610 Admirals Way,,6/26/1956,,,
